src,dst,sport,dport,payload
127.0.0.1,127.0.0.1,65533,12346,000000004e08d68001aa0647090000000000bc9940123cb2063912370a2c08e3e1ffe00b11be8cc1bc2cee0f3f20002908da6ff43526be4031d9137c4a7d8cb8403990b34ad14d427240110000000000000000
127.0.0.1,127.0.0.1,65533,12346,000000004e08d78001aa0647096766666666bc9940123cb2063912370a2c08e3e1ffe00b11be8cc1bc2cee0f3f20002908da6ff43526be4031d9137c4a7d8cb8403990b34ad14d427240110000000000000000
127.0.0.1,127.0.0.1,65533,12346,000000004e08d88001aa064709cdccccccccbc9940123cb2063912370a2c08e3e1ffe00b11be8cc1bc2cee0f3f20002908da6ff43526be4031d9137c4a7d8cb8403990b34ad14d427240110000000000000000
127.0.0.1,127.0.0.1,65533,12346,000000004e08d98001aa0647093433333333bd9940123cb2063912370a2c08e3e1ffe00b11be8cc1bc2cee0f3f20002908da6ff43526be4031d9137c4a7d8cb8403990b34ad14d427240110000000000000000
127.0.0.1,127.0.0.1,65533,12346,000000004e08da8001aa0647099a99999999bd9940123cb2063912370a2c08e3e1ffe00b11be8cc1bc2cee0f3f20002908da6ff43526be4031d9137c4a7d8cb8403990b34ad14d427240110000000000000000
127.0.0.1,127.0.0.1,65533,12346,000000004e08db8001aa0647090000000000be9940123cb2063912370a2c08e3e1ffe00b11be8cc1bc2cee0f3f20002908da6ff43526be4031d9137c4a7d8cb8403990b34ad14d427240110000000000000000
127.0.0.1,127.0.0.1,65533,12346,000000004e08dc8001aa0647096766666666be9940123cb2063912370a2c08e3e1ffe00b11be8cc1bc2cee0f3f20002908da6ff43526be4031d9137c4a7d8cb8403990b34ad14d427240110000000000000000
127.0.0.1,127.0.0.1,65533,12346,000000004e08dd8001aa064709cdccccccccbe9940123cb2063912370a2c08e3e1ffe00b11be8cc1bc2cee0f3f20002908da6ff43526be4031d9137c4a7d8cb8403990b34ad14d427240110000000000000000
127.0.0.1,127.0.0.1,65533,12346,000000004e08de8001aa0647093433333333bf9940123cb2063912370a2c08e3e1ffe00b11be8cc1bc2cee0f3f20002908da6ff43526be4031d9137c4a7d8cb8403990b34ad14d427240110000000000000000
127.0.0.1,127.0.0.1,65533,12346,000000004e08df8001aa0647099a99999999bf9940123cb2063912370a2c08e3e1ffe00b11be8cc1bc2cee0f3f20002908da6ff43526be4031d9137c4a7d8cb8403990b34ad14d427240110000000000000000
127.0.0.1,127.0.0.1,65533,12346,000000004e08e08001aa0647090000000000c09940123cb2063912370a2c08e3e1ffe00b11be8cc1bc2cee0f3f20002908da6ff43526be4031d9137c4a7d8cb8403990b34ad14d427240110000000000000000
